Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19974,6,20,0
2,19964,13,20,3
3,19950,22,23,5
4,19933,35,24,8
5,19910,53,26,11
6,19894,55,35,16
7,19872,59,50,19
8,19840,71,64,25
9,19790,93,80,37
10,19728,130,100,42
11,19656,158,127,59
12,19571,208,146,75
13,19470,251,180,99
14,19331,325,219,125
15,19180,393,271,156
16,18999,456,356,189
17,18783,543,437,237
18,18502,686,523,289
19,18136,869,630,365
20,17774,973,812,441
21,17306,1165,988,541
22,16693,1456,1172,679
23,16032,1679,1453,836
24,15274,1923,1756,1047
25,14408,2240,2078,1274
26,13426,2599,2444,1531
27,12308,2972,2881,1839
28,11152,3282,3343,2223
29,9931,3553,3855,2661
30,8678,3816,4347,3159
31,7467,3928,4896,3709
32,6351,3966,5347,4336
33,5295,3940,5693,5072
34,4371,3755,6041,5833
35,3537,3526,6309,6628
36,2860,3224,6498,7418
37,2285,2856,6577,8282
38,1822,2554,6540,9084
39,1493,2177,6380,9950
40,1210,1845,6155,10790
41,994,1545,5922,11539
42,879,1276,5576,12269
43,762,1048,5239,12951
44,689,843,4868,13600
45,627,716,4443,14214
46,566,591,4063,14780
47,533,490,3706,15271
48,499,413,3343,15745
49,509,340,3009,16142
50,511,272,2705,16512
51,542,213,2438,16807
52,546,208,2159,17087
53,582,199,1921,17298
54,613,179,1731,17477
55,631,160,1541,17668
56,668,136,1367,17829
57,705,119,1241,17935
58,742,123,1089,18046
59,781,117,985,18117
60,815,104,868,18213
61,856,95,771,18278
62,898,98,702,18302
63,931,89,645,18335
64,961,91,584,18364
65,1005,85,531,18379
66,1052,71,485,18392
67,1105,58,432,18405
68,1157,50,380,18413
69,1215,63,338,18384
70,1260,58,310,18372
71,1310,66,267,18357
72,1367,62,244,18327
73,1413,58,227,18302
74,1470,58,213,18259
75,1528,54,192,18226
76,1593,44,182,18181
77,1648,38,169,18145
78,1709,34,157,18100
79,1769,29,145,18057
80,1827,29,138,18006
81,1881,35,120,17964
82,1947,30,117,17906
83,2011,29,110,17850
84,2061,24,99,17816
85,2118,25,83,17774
86,2174,24,74,17728
87,2227,17,73,17683
88,2286,17,68,17629
89,2342,25,58,17575
90,2398,19,59,17524
91,2450,17,54,17479
92,2508,14,53,17425
93,2562,15,48,17375
94,2620,18,43,17319
95,2679,19,38,17264
96,2727,16,36,17221
97,2778,16,34,17172
98,2830,12,38,17120
99,2882,12,33,17073
100,2924,13,28,17035
101,2983,14,28,16975
102,3028,8,32,16932
103,3077,9,31,16883
104,3126,7,28,16839
105,3179,11,25,16785
106,3231,10,26,16733
107,3289,6,25,16680
108,3339,6,23,16632
109,3384,4,26,16586
110,3437,4,23,16536
111,3481,5,19,16495
112,3521,4,17,16458
113,3570,6,15,16409
114,3612,6,12,16370
115,3655,4,15,16326
116,3686,6,12,16296
117,3745,7,11,16237
118,3795,5,12,16188
119,3847,4,15,16134
120,3890,5,16,16089
121,3951,6,17,16026
122,3987,7,15,15991
123,4039,9,14,15938
124,4080,8,11,15901
125,4128,6,10,15856
126,4181,5,9,15805
127,4229,4,9,15758
128,4283,3,10,15704
129,4314,3,9,15674
130,4352,3,9,15636
131,4385,5,10,15600
132,4431,3,11,15555
133,4473,3,9,15515
134,4520,5,10,15465
135,4569,7,10,15414
136,4602,9,10,15379
137,4659,9,10,15322
138,4699,4,15,15282
139,4741,6,13,15240
140,4774,5,13,15208
141,4823,6,14,15157
142,4860,7,12,15121
143,4904,10,10,15076
144,4947,8,11,15034
145,4983,9,12,14996
146,5023,11,14,14952
147,5065,11,13,14911
148,5107,8,16,14869
149,5142,9,14,14835
150,5190,5,17,14788
151,5228,7,11,14754
152,5267,5,11,14717
153,5300,5,11,14684
154,5335,7,13,14645
155,5366,8,12,14614
156,5398,9,9,14584
157,5437,8,8,14547
158,5473,9,8,14510
159,5507,8,12,14473
160,5543,6,13,14438
161,5576,6,12,14406
162,5618,4,13,14365
163,5662,4,11,14323
164,5700,3,9,14288
165,5733,7,9,14251
166,5786,7,8,14199
167,5829,6,9,14156
168,5865,7,10,14118
169,5913,7,10,14070
170,5944,7,9,14040
171,5971,11,9,14009
172,6017,10,8,13965
173,6041,7,13,13939
174,6076,9,11,13904
175,6115,9,14,13862
176,6147,10,12,13831
177,6191,9,12,13788
178,6235,11,13,13741
179,6272,11,15,13702
180,6305,10,18,13667
181,6344,11,17,13628
182,6383,11,20,13586
183,6419,13,20,13548
184,6452,15,19,13514
185,6486,15,17,13482
186,6522,17,18,13443
187,6561,15,20,13404
188,6593,20,18,13369
189,6625,20,20,13335
190,6668,18,24,13290
191,6695,14,30,13261
192,6727,20,28,13225
193,6772,16,30,13182
194,6792,23,32,13153
195,6823,29,30,13118
196,6844,26,39,13091
197,6868,28,46,13058
198,6909,25,46,13020
199,6927,28,46,12999
200,6958,28,46,12968
201,6980,36,50,12934
202,6995,40,50,12915
203,7016,39,57,12888
204,7040,47,60,12853
205,7062,44,65,12829
206,7092,51,62,12795
207,7100,50,71,12779
208,7122,51,77,12750
209,7141,53,84,12722
210,7151,52,98,12699
211,7173,64,100,12663
212,7190,71,95,12644
213,7195,77,101,12627
214,7210,83,110,12597
215,7241,77,127,12555
216,7250,80,126,12544
217,7257,88,127,12528
218,7263,85,141,12511
219,7265,89,156,12490
220,7259,94,161,12486
221,7265,103,172,12460
222,7264,130,167,12439
223,7273,123,180,12424
224,7272,129,195,12404
225,7263,137,206,12394
226,7248,164,203,12385
227,7222,176,228,12374
228,7200,191,250,12359
229,7184,193,267,12356
230,7164,211,276,12349
231,7113,244,293,12350
232,7081,241,337,12341
233,7026,253,369,12352
234,6968,274,389,12369
235,6925,271,421,12383
236,6860,278,448,12414
237,6792,318,457,12433
238,6730,318,493,12459
239,6644,355,518,12483
240,6547,398,550,12505
241,6490,397,580,12533
242,6414,401,624,12561
243,6307,417,654,12622
244,6209,419,692,12680
245,6120,439,715,12726
246,6021,469,737,12773
247,5907,470,786,12837
248,5784,477,843,12896
249,5670,504,872,12954
250,5571,514,888,13027
251,5456,536,913,13095
