Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19954,26,20,0
2,19943,30,25,2
3,19925,43,25,7
4,19906,49,34,11
5,19889,61,35,15
6,19870,65,44,21
7,19843,77,51,29
8,19798,101,66,35
9,19744,120,93,43
10,19689,141,118,52
11,19612,184,141,63
12,19510,239,166,85
13,19390,299,205,106
14,19253,358,255,134
15,19099,394,338,169
16,18867,523,405,205
17,18581,662,498,259
18,18245,813,614,328
19,17825,1012,758,405
20,17345,1196,959,500
21,16803,1399,1185,613
22,16153,1659,1415,773
23,15374,1969,1700,957
24,14527,2267,2032,1174
25,13556,2592,2403,1449
26,12455,2976,2789,1780
27,11342,3277,3224,2157
28,10185,3509,3728,2578
29,8922,3749,4268,3061
30,7669,3971,4757,3603
31,6510,4046,5255,4189
32,5407,4049,5638,4906
33,4418,3886,6033,5663
34,3573,3625,6341,6461
35,2892,3297,6510,7301
36,2335,2952,6558,8155
37,1915,2542,6541,9002
38,1515,2237,6389,9859
39,1269,1842,6202,10687
40,1062,1551,5879,11508
41,905,1268,5606,12221
42,776,1070,5180,12974
43,693,923,4781,13603
44,636,771,4386,14207
45,598,649,4001,14752
46,562,519,3661,15258
47,541,431,3326,15702
48,543,369,2996,16092
49,552,320,2683,16445
50,561,265,2398,16776
51,581,228,2137,17054
52,590,210,1917,17283
53,613,204,1737,17446
54,631,184,1545,17640
55,651,158,1396,17795
56,692,139,1245,17924
57,723,124,1134,18019
58,757,108,1022,18113
59,799,110,908,18183
60,834,99,828,18239
61,864,94,736,18306
62,903,104,666,18327
63,949,93,571,18387
64,997,81,521,18401
65,1078,70,466,18386
66,1131,62,433,18374
67,1191,61,406,18342
68,1234,67,361,18338
69,1302,55,319,18324
70,1353,51,275,18321
71,1390,46,260,18304
72,1457,43,236,18264
73,1533,45,202,18220
74,1605,38,182,18175
75,1660,41,154,18145
76,1718,43,144,18095
77,1769,41,123,18067
78,1820,36,120,18024
79,1886,29,116,17969
80,1929,20,112,17939
81,1970,21,103,17906
82,2020,21,97,17862
83,2093,20,92,17795
84,2150,23,84,17743
85,2198,23,81,17698
86,2253,21,81,17645
87,2311,20,80,17589
88,2360,17,76,17547
89,2402,19,71,17508
90,2459,20,66,17455
91,2504,17,67,17412
92,2556,12,62,17370
93,2601,14,58,17327
94,2643,13,56,17288
95,2693,16,53,17238
96,2749,15,45,17191
97,2806,12,46,17136
98,2853,17,45,17085
99,2908,16,45,17031
100,2962,12,46,16980
101,3027,11,47,16915
102,3074,12,45,16869
103,3125,11,41,16823
104,3178,13,38,16771
105,3235,14,36,16715
106,3273,18,36,16673
107,3311,16,34,16639
108,3346,14,31,16609
109,3390,15,30,16565
110,3437,10,32,16521
111,3495,9,29,16467
112,3547,9,32,16412
113,3595,10,34,16361
114,3642,12,33,16313
115,3684,14,34,16268
116,3727,17,33,16223
117,3770,16,30,16184
118,3816,15,31,16138
119,3864,14,34,16088
120,3915,10,37,16038
121,3955,8,37,16000
122,4005,6,36,15953
123,4039,11,34,15916
124,4076,13,29,15882
125,4121,11,31,15837
126,4158,10,29,15803
127,4212,11,24,15753
128,4244,14,26,15716
129,4291,14,25,15670
130,4354,15,23,15608
131,4392,14,24,15570
132,4447,12,25,15516
133,4489,13,25,15473
134,4544,9,30,15417
135,4591,13,29,15367
136,4633,13,28,15326
137,4670,14,27,15289
138,4715,14,29,15242
139,4752,16,27,15205
140,4791,17,28,15164
141,4836,15,28,15121
142,4862,18,28,15092
143,4910,15,29,15046
144,4944,18,26,15012
145,4980,14,28,14978
146,5031,11,32,14926
147,5078,13,28,14881
148,5108,16,29,14847
149,5145,16,31,14808
150,5199,13,27,14761
151,5245,14,24,14717
152,5297,13,25,14665
153,5331,12,28,14629
154,5371,16,26,14587
155,5414,20,24,14542
156,5453,20,25,14502
157,5499,22,21,14458
158,5533,19,26,14422
159,5567,22,24,14387
160,5593,20,28,14359
161,5621,19,32,14328
162,5644,25,34,14297
163,5682,23,35,14260
164,5713,22,40,14225
165,5751,21,40,14188
166,5781,27,36,14156
167,5816,22,43,14119
168,5855,19,43,14083
169,5880,26,42,14052
170,5912,27,46,14015
171,5944,24,44,13988
172,5986,25,45,13944
173,6018,30,43,13909
174,6056,29,47,13868
175,6079,30,48,13843
176,6119,31,43,13807
177,6155,33,44,13768
178,6189,41,42,13728
179,6228,34,52,13686
180,6266,31,55,13648
181,6301,30,58,13611
182,6338,37,55,13570
183,6362,33,60,13545
184,6389,36,60,13515
185,6415,44,65,13476
186,6438,49,68,13445
187,6469,44,70,13417
188,6494,41,85,13380
189,6501,55,86,13358
190,6523,56,86,13335
191,6546,59,87,13308
192,6548,76,95,13281
193,6572,73,102,13253
194,6577,86,103,13234
195,6591,86,105,13218
196,6618,88,118,13176
197,6633,81,129,13157
198,6644,96,124,13136
199,6668,87,127,13118
200,6679,85,145,13091
201,6686,94,157,13063
202,6697,104,159,13040
203,6697,131,150,13022
204,6708,123,171,12998
205,6709,133,181,12977
206,6714,133,203,12950
207,6712,134,206,12948
208,6689,140,238,12933
209,6677,153,244,12926
210,6651,172,260,12917
211,6627,194,278,12901
212,6599,215,282,12904
213,6578,215,309,12898
214,6547,224,322,12907
215,6516,236,338,12910
216,6486,236,368,12910
217,6440,258,379,12923
218,6393,264,421,12922
219,6336,298,425,12941
220,6283,303,445,12969
221,6221,338,470,12971
222,6154,360,495,12991
223,6081,377,519,13023
224,6041,345,570,13044
225,5980,340,571,13109
226,5899,362,595,13144
227,5807,385,603,13205
228,5716,397,614,13273
229,5647,398,626,13329
230,5570,393,654,13383
231,5502,404,673,13421
232,5434,416,700,13450
233,5365,423,713,13499
234,5307,413,727,13553
235,5224,423,745,13608
236,5167,414,764,13655
237,5066,455,778,13701
238,4963,463,815,13759
239,4879,475,828,13818
240,4801,446,876,13877
241,4701,459,903,13937
242,4605,486,915,13994
243,4508,485,957,14050
244,4405,499,975,14121
245,4296,520,990,14194
246,4204,525,985,14286
247,4114,515,1004,14367
248,4049,486,1003,14462
249,3978,477,1007,14538
250,3885,498,1001,14616
251,3804,489,1001,14706
252,3740,462,985,14813
253,3659,475,991,14875
254,3618,448,991,14943
255,3584,427,974,15015
256,3527,435,953,15085
257,3451,469,944,15136
258,3389,472,934,15205
259,3350,447,939,15264
260,3327,410,963,15300
261,3268,396,955,15381
262,3214,419,919,15448
263,3180,395,929,15496
264,3156,377,903,15564
265,3145,357,890,15608
266,3128,356,839,15677
267,3120,352,800,15728
268,3093,330,795,15782
269,3067,336,772,15825
270,3063,322,752,15863
271,3057,318,732,15893
272,3046,300,734,15920
273,3058,290,691,15961
274,3078,284,671,15967
