Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19966,14,20,0
2,19951,27,21,1
3,19933,39,24,4
4,19921,40,31,8
5,19900,48,39,13
6,19868,71,41,20
7,19832,83,61,24
8,19785,109,71,35
9,19733,132,97,38
10,19661,163,126,50
11,19565,219,147,69
12,19479,245,184,92
13,19353,299,233,115
14,19210,345,293,152
15,19024,448,339,189
16,18772,580,414,234
17,18516,692,516,276
18,18160,849,647,344
19,17757,1008,806,429
20,17244,1238,973,545
21,16669,1443,1216,672
22,15957,1743,1475,825
23,15183,2018,1783,1016
24,14280,2349,2126,1245
25,13282,2685,2537,1496
26,12239,2950,3013,1798
27,10994,3375,3439,2192
28,9722,3766,3889,2623
29,8471,3942,4410,3177
30,7236,4037,4980,3747
31,6094,4040,5473,4393
32,5059,3947,5869,5125
33,4148,3751,6170,5931
34,3342,3500,6373,6785
35,2686,3155,6524,7635
36,2147,2779,6583,8491
37,1744,2387,6477,9392
38,1425,2049,6255,10271
39,1199,1671,6067,11063
40,996,1407,5796,11801
41,829,1205,5423,12543
42,732,985,5049,13234
43,672,777,4688,13863
44,613,654,4276,14457
45,564,554,3850,15032
46,546,434,3515,15505
47,529,378,3153,15940
48,540,311,2826,16323
49,530,269,2524,16677
50,546,225,2289,16940
51,561,195,2031,17213
52,590,178,1809,17423
53,608,161,1609,17622
54,635,129,1457,17779
55,674,117,1283,17926
56,703,111,1161,18025
57,745,94,1047,18114
58,796,92,928,18184
59,841,101,819,18239
60,869,107,726,18298
61,904,80,675,18341
62,951,78,605,18366
63,996,70,556,18378
64,1035,75,491,18399
65,1090,67,446,18397
66,1145,59,401,18395
67,1181,60,352,18407
68,1214,59,314,18413
69,1278,56,284,18382
70,1326,46,265,18363
71,1392,39,248,18321
72,1452,44,210,18294
73,1501,46,190,18263
74,1546,40,171,18243
75,1608,35,149,18208
76,1669,34,129,18168
77,1716,29,128,18127
78,1788,29,111,18072
79,1832,20,110,18038
80,1880,19,101,18000
81,1936,24,92,17948
82,1990,25,80,17905
83,2055,18,67,17860
84,2114,22,60,17804
85,2172,17,55,17756
86,2229,12,51,17708
87,2279,16,47,17658
88,2347,11,40,17602
89,2397,8,36,17559
90,2464,7,32,17497
91,2521,10,28,17441
92,2577,14,27,17382
