Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19963,17,20,0
2,19951,27,21,1
3,19936,32,29,3
4,19915,45,36,4
5,19896,50,42,12
6,19870,58,54,18
7,19829,83,67,21
8,19770,120,78,32
9,19711,141,108,40
10,19622,195,133,50
11,19544,229,155,72
12,19431,288,183,98
13,19315,314,241,130
14,19162,376,306,156
15,18936,496,382,186
16,18683,617,463,237
17,18414,709,566,311
18,17997,928,695,380
19,17571,1100,871,458
20,17039,1304,1084,573
21,16406,1551,1317,726
22,15683,1799,1608,910
23,14867,2097,1892,1144
24,13924,2425,2258,1393
25,12908,2767,2612,1713
26,11811,3069,3050,2070
27,10649,3397,3488,2466
28,9422,3700,3956,2922
29,8211,3814,4486,3489
30,7048,3904,4968,4080
31,5914,3902,5470,4714
32,4890,3808,5899,5403
33,3965,3688,6170,6177
34,3242,3419,6347,6992
35,2612,3069,6459,7860
36,2111,2708,6455,8726
37,1709,2379,6407,9505
38,1399,2053,6208,10340
39,1179,1728,5983,11110
40,1014,1433,5683,11870
41,897,1205,5278,12620
42,791,1047,4868,13294
43,695,902,4491,13912
44,636,742,4121,14501
45,590,625,3778,15007
46,558,506,3431,15505
47,536,435,3111,15918
48,532,367,2796,16305
49,541,315,2513,16631
50,563,252,2306,16879
51,598,217,2065,17120
52,622,192,1833,17353
53,647,163,1654,17536
54,679,157,1482,17682
55,726,153,1318,17803
56,762,145,1167,17926
57,810,137,1057,17996
58,849,132,951,18068
59,906,105,867,18122
60,944,105,782,18169
61,973,97,683,18247
62,1023,88,617,18272
63,1069,82,560,18289
64,1125,73,518,18284
65,1166,63,476,18295
66,1221,65,421,18293
67,1274,64,376,18286
68,1330,64,329,18277
69,1381,65,305,18249
70,1434,66,271,18229
71,1504,50,251,18195
72,1560,42,232,18166
73,1623,40,201,18136
74,1678,43,186,18093
75,1737,32,169,18062
76,1805,35,148,18012
77,1854,35,132,17979
78,1906,31,130,17933
79,1969,27,117,17887
80,2026,35,104,17835
81,2085,36,91,17788
82,2147,31,87,17735
83,2202,30,84,17684
84,2266,24,86,17624
85,2315,25,86,17574
86,2366,27,78,17529
87,2419,28,76,17477
88,2462,24,71,17443
89,2515,22,66,17397
90,2559,20,57,17364
91,2621,22,54,17303
92,2678,19,56,17247
93,2714,16,58,17212
94,2764,21,55,17160
95,2813,20,55,17112
96,2856,22,55,17067
97,2911,18,56,17015
98,2968,18,53,16961
99,3020,14,55,16911
100,3064,21,51,16864
101,3115,22,47,16816
102,3160,18,49,16773
103,3220,18,51,16711
104,3271,18,46,16665
105,3322,13,47,16618
