Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19964,16,20,0
2,19949,30,19,2
3,19932,40,26,2
4,19913,50,32,5
5,19894,56,44,6
6,19852,81,54,13
7,19815,100,66,19
8,19775,106,92,27
9,19699,147,114,40
10,19619,186,141,54
11,19529,226,175,70
12,19412,281,206,101
13,19257,367,249,127
14,19120,398,321,161
15,18908,499,398,195
16,18659,611,485,245
17,18333,757,604,306
18,17954,917,738,391
19,17475,1123,909,493
20,16930,1356,1106,608
21,16260,1649,1323,768
22,15586,1863,1601,950
23,14678,2240,1918,1164
24,13713,2577,2330,1380
25,12639,2924,2743,1694
26,11515,3239,3171,2075
27,10331,3526,3616,2527
28,9099,3784,4116,3001
29,7930,3888,4645,3537
30,6773,3973,5096,4158
31,5746,3846,5604,4804
32,4761,3771,5946,5522
33,3870,3594,6208,6328
34,3124,3339,6406,7131
35,2520,3031,6519,7930
36,1998,2685,6500,8817
37,1587,2357,6411,9645
38,1298,2011,6213,10478
39,1087,1667,5999,11247
40,944,1358,5699,11999
41,812,1132,5310,12746
42,695,960,4898,13447
43,604,805,4492,14099
44,565,657,4120,14658
45,536,569,3751,15144
46,515,489,3429,15567
47,517,396,3143,15944
48,530,319,2861,16290
49,542,267,2548,16643
50,555,236,2280,16929
51,575,205,2039,17181
52,599,174,1813,17414
53,624,161,1641,17574
54,668,132,1433,17767
55,685,120,1304,17891
56,738,86,1166,18010
57,782,79,1044,18095
58,819,72,922,18187
59,869,74,796,18261
60,912,65,709,18314
61,949,75,624,18352
62,986,80,546,18388
63,1044,76,505,18375
64,1094,70,462,18374
65,1152,63,413,18372
66,1177,69,362,18392
67,1235,67,331,18367
68,1284,55,307,18354
69,1340,50,285,18325
70,1384,49,269,18298
71,1429,51,241,18279
72,1485,50,219,18246
73,1562,42,201,18195
74,1624,43,181,18152
75,1664,44,171,18121
76,1727,37,165,18071
77,1776,30,155,18039
78,1827,28,150,17995
79,1864,34,135,17967
80,1931,34,119,17916
81,1981,37,110,17872
82,2029,35,105,17831
83,2083,31,101,17785
84,2140,27,97,17736
85,2203,31,85,17681
86,2260,26,88,17626
87,2308,24,78,17590
88,2350,27,74,17549
89,2411,25,70,17494
90,2477,21,69,17433
91,2517,23,61,17399
92,2569,22,61,17348
93,2619,22,54,17305
94,2669,18,55,17258
95,2710,19,53,17218
96,2765,20,45,17170
97,2816,24,42,17118
98,2863,20,40,17077
99,2902,22,37,17039
100,2946,20,42,16992
101,3006,16,41,16937
102,3061,17,40,16882
103,3110,19,38,16833
104,3161,19,37,16783
105,3229,21,30,16720
106,3276,15,36,16673
107,3322,17,35,16626
108,3372,12,38,16578
109,3426,13,35,16526
110,3479,11,34,16476
111,3525,12,32,16431
112,3575,17,30,16378
113,3633,15,36,16316
114,3687,13,42,16258
115,3733,15,46,16206
116,3799,12,50,16139
117,3851,9,46,16094
118,3898,11,44,16047
119,3930,13,36,16021
120,3970,12,37,15981
121,4003,16,36,15945
122,4041,15,34,15910
123,4075,16,35,15874
124,4106,16,34,15844
125,4145,18,32,15805
126,4187,16,29,15768
127,4224,15,30,15731
128,4258,15,29,15698
129,4305,11,29,15655
130,4339,16,26,15619
131,4406,13,30,15551
132,4439,14,31,15516
133,4467,19,29,15485
134,4511,15,29,15445
135,4557,12,27,15404
136,4585,17,26,15372
137,4633,13,29,15325
138,4680,14,26,15280
139,4714,12,27,15247
140,4747,12,22,15219
141,4786,12,16,15186
142,4831,14,17,15138
143,4868,14,16,15102
144,4918,12,18,15052
145,4957,10,21,15012
146,4984,11,23,14982
147,5026,12,18,14944
148,5065,13,18,14904
149,5114,10,16,14860
150,5160,9,14,14817
151,5212,13,13,14762
152,5256,13,12,14719
153,5293,11,15,14681
154,5326,10,16,14648
155,5352,10,17,14621
156,5395,10,20,14575
157,5428,11,20,14541
158,5464,12,21,14503
159,5510,11,24,14455
160,5540,14,23,14423
161,5575,13,26,14386
162,5619,14,20,14347
163,5652,12,20,14316
164,5703,12,17,14268
165,5746,14,18,14222
166,5784,11,21,14184
167,5824,12,22,14142
168,5865,17,24,14094
169,5902,20,29,14049
170,5935,21,32,14012
171,5974,19,31,13976
172,6004,17,36,13943
173,6030,19,37,13914
174,6068,17,39,13876
175,6094,18,40,13848
176,6124,23,40,13813
177,6154,26,42,13778
178,6181,31,42,13746
179,6200,31,46,13723
180,6230,30,46,13694
181,6260,34,46,13660
182,6284,43,42,13631
183,6306,39,53,13602
184,6323,43,56,13578
185,6350,36,59,13555
186,6371,37,65,13527
187,6392,54,65,13489
188,6416,54,74,13456
189,6446,57,72,13425
190,6466,61,81,13392
191,6476,68,91,13365
192,6479,80,99,13342
193,6490,78,113,13319
194,6488,87,124,13301
195,6482,98,128,13292
196,6496,104,135,13265
