Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19956,24,20,0
2,19943,31,23,3
3,19922,40,34,4
4,19906,44,40,10
5,19876,59,49,16
6,19855,61,64,20
7,19818,78,80,24
8,19765,104,97,34
9,19703,146,99,52
10,19640,168,127,65
11,19554,204,158,84
12,19445,262,186,107
13,19330,293,249,128
14,19154,399,278,169
15,18962,500,332,206
16,18735,595,420,250
17,18421,739,537,303
18,18097,881,651,371
19,17697,1036,833,434
20,17203,1236,1027,534
21,16624,1468,1242,666
22,15917,1763,1506,814
23,15109,2097,1749,1045
24,14187,2460,2113,1240
25,13244,2686,2548,1522
26,12150,3026,2974,1850
27,10997,3325,3458,2220
28,9760,3604,3954,2682
29,8436,3911,4455,3198
30,7207,4082,4922,3789
31,6032,4183,5326,4459
32,5031,3996,5795,5178
33,4129,3850,6058,5963
34,3350,3561,6356,6733
35,2724,3171,6568,7537
36,2215,2797,6549,8439
37,1774,2455,6436,9335
38,1424,2121,6324,10131
39,1137,1840,6052,10971
40,959,1503,5830,11708
41,819,1259,5504,12418
42,717,1006,5162,13115
43,649,847,4758,13746
44,584,701,4316,14399
45,558,566,3924,14952
46,554,483,3550,15413
47,548,409,3166,15877
48,544,358,2868,16230
49,540,306,2616,16538
50,557,250,2347,16846
51,594,214,2114,17078
52,618,199,1879,17304
53,638,174,1687,17501
54,678,159,1512,17651
55,724,145,1341,17790
56,768,129,1188,17915
57,788,118,1056,18038
58,832,98,934,18136
59,871,84,837,18208
60,912,88,759,18241
61,974,78,679,18269
62,1028,74,626,18272
63,1061,73,562,18304
64,1097,72,517,18314
65,1150,69,465,18316
66,1212,56,429,18303
67,1278,52,366,18304
68,1331,49,337,18283
69,1378,46,295,18281
70,1433,42,263,18262
71,1489,42,235,18234
72,1534,42,219,18205
73,1580,32,197,18191
74,1637,34,176,18153
75,1698,37,159,18106
76,1751,36,148,18065
77,1805,32,142,18021
78,1873,33,136,17958
79,1932,27,127,17914
80,1967,36,114,17883
81,2014,37,106,17843
82,2076,33,102,17789
83,2122,37,94,17747
84,2186,29,89,17696
85,2242,29,90,17639
86,2294,22,90,17594
87,2353,20,81,17546
88,2396,29,73,17502
89,2443,29,73,17455
90,2486,27,70,17417
91,2531,26,71,17372
92,2580,24,69,17327
93,2623,28,64,17285
94,2671,25,67,17237
95,2715,20,72,17193
96,2758,26,73,17143
97,2809,23,71,17097
98,2868,20,70,17042
99,2916,20,66,16998
100,2966,17,62,16955
101,3016,19,61,16904
102,3057,19,61,16863
103,3091,19,62,16828
104,3132,22,59,16787
105,3179,23,59,16739
106,3227,21,53,16699
107,3288,20,53,16639
108,3347,17,53,16583
109,3389,18,49,16544
110,3439,17,44,16500
111,3484,16,43,16457
112,3534,12,37,16417
113,3569,17,37,16377
114,3609,18,36,16337
115,3633,18,37,16312
116,3672,19,37,16272
117,3726,18,39,16217
118,3768,22,34,16176
119,3815,23,34,16128
120,3863,17,42,16078
121,3907,18,40,16035
122,3958,15,40,15987
123,3988,17,35,15960
124,4021,21,29,15929
125,4066,20,29,15885
126,4113,12,31,15844
127,4155,19,31,15795
128,4203,17,32,15748
129,4234,14,32,15720
130,4277,13,34,15676
131,4314,12,34,15640
132,4357,13,35,15595
133,4394,18,36,15552
134,4432,18,35,15515
135,4470,15,32,15483
136,4510,17,30,15443
137,4540,16,32,15412
138,4581,23,28,15368
139,4631,20,30,15319
140,4675,23,27,15275
141,4722,17,29,15232
142,4764,18,35,15183
143,4804,18,36,15142
144,4837,22,38,15103
145,4867,23,38,15072
146,4913,20,46,15021
147,4955,20,49,14976
148,4990,32,48,14930
149,5029,29,51,14891
150,5063,32,50,14855
151,5092,31,51,14826
152,5125,31,53,14791
153,5163,31,54,14752
154,5205,35,58,14702
155,5240,35,58,14667
156,5268,38,50,14644
157,5298,33,53,14616
158,5339,29,52,14580
159,5376,33,49,14542
160,5402,32,48,14518
161,5433,31,50,14486
162,5480,22,57,14441
163,5507,26,51,14416
164,5548,28,48,14376
165,5577,32,47,14344
166,5611,39,42,14308
167,5636,32,51,14281
168,5663,36,48,14253
169,5696,35,57,14212
170,5726,31,61,14182
171,5746,35,69,14150
172,5768,40,73,14119
173,5796,51,75,14078
174,5814,49,83,14054
175,5853,54,87,14006
176,5874,55,88,13983
177,5898,49,100,13953
178,5911,62,93,13934
179,5928,61,102,13909
180,5931,76,105,13888
181,5955,78,113,13854
182,5969,82,122,13827
183,5999,81,129,13791
184,6000,90,138,13772
185,6014,85,145,13756
186,6024,97,141,13738
187,6035,112,130,13723
188,6043,104,161,13692
189,6041,104,171,13684
