Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19966,14,20,0
2,19951,26,19,4
3,19943,23,26,8
4,19927,29,34,10
5,19908,42,36,14
6,19891,49,42,18
7,19860,64,53,23
8,19823,84,62,31
9,19781,98,83,38
10,19738,121,96,45
11,19689,135,115,61
12,19620,163,147,70
13,19519,223,164,94
14,19401,282,203,114
15,19258,339,267,136
16,19066,431,348,155
17,18838,531,424,207
18,18571,648,524,257
19,18244,798,629,329
20,17860,978,752,410
21,17395,1149,943,513
22,16858,1359,1165,618
23,16203,1634,1415,748
24,15423,1938,1715,924
25,14496,2336,2022,1146
26,13556,2616,2403,1425
27,12460,2963,2837,1740
28,11294,3305,3315,2086
29,10103,3568,3815,2514
30,8853,3785,4350,3012
31,7595,4017,4837,3551
32,6413,4041,5358,4188
33,5333,3981,5839,4847
34,4371,3800,6221,5608
35,3571,3541,6431,6457
36,2872,3261,6598,7269
37,2280,2991,6616,8113
38,1883,2530,6609,8978
39,1533,2177,6411,9879
40,1276,1830,6149,10745
41,1051,1569,5829,11551
42,895,1338,5520,12247
43,779,1116,5171,12934
44,700,927,4794,13579
45,617,787,4461,14135
46,584,642,4100,14674
47,554,542,3726,15178
48,526,479,3366,15629
49,542,394,3038,16026
50,551,342,2715,16392
51,571,281,2435,16713
52,579,256,2184,16981
53,588,225,1984,17203
54,626,184,1746,17444
55,666,166,1548,17620
56,702,157,1381,17760
57,738,125,1268,17869
58,763,112,1131,17994
59,784,122,1008,18086
60,823,109,916,18152
61,855,91,822,18232
62,878,93,734,18295
63,937,75,671,18317
64,991,78,580,18351
65,1046,72,518,18364
66,1094,69,470,18367
67,1150,65,434,18351
68,1207,69,387,18337
69,1274,57,365,18304
70,1330,48,318,18304
71,1383,49,291,18277
72,1458,47,272,18223
73,1504,46,247,18203
74,1569,38,226,18167
75,1628,39,187,18146
76,1688,29,182,18101
77,1741,31,163,18065
78,1796,23,156,18025
79,1834,30,144,17992
80,1894,28,128,17950
81,1952,29,121,17898
82,2005,31,104,17860
83,2054,25,99,17822
84,2115,24,86,17775
85,2180,23,73,17724
86,2240,25,69,17666
87,2299,18,66,17617
88,2353,21,63,17563
89,2393,18,61,17528
90,2446,17,57,17480
91,2505,15,56,17424
92,2557,12,49,17382
