Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19969,11,20,0
2,19960,17,19,4
3,19949,24,21,6
4,19939,25,31,5
5,19917,41,31,11
6,19886,61,35,18
7,19860,70,42,28
8,19830,80,56,34
9,19786,102,71,41
10,19741,123,84,52
11,19679,152,106,63
12,19608,180,135,77
13,19501,234,175,90
14,19376,298,216,110
15,19240,351,272,137
16,19055,443,325,177
17,18833,534,411,222
18,18570,648,507,275
19,18210,811,651,328
20,17797,1017,767,419
21,17352,1154,970,524
22,16796,1399,1142,663
23,16135,1658,1395,812
24,15298,2006,1707,989
25,14414,2324,2016,1246
26,13440,2663,2348,1549
27,12328,3038,2780,1854
28,11148,3385,3240,2227
29,9945,3619,3808,2628
30,8683,3846,4350,3121
31,7463,3995,4858,3684
32,6312,4032,5334,4322
33,5260,3950,5761,5029
34,4343,3777,6113,5767
35,3477,3599,6333,6591
36,2787,3288,6523,7402
37,2256,2900,6592,8252
38,1797,2519,6560,9124
39,1444,2177,6413,9966
40,1213,1832,6149,10806
41,1009,1517,5914,11560
42,849,1286,5610,12255
43,736,1079,5243,12942
44,658,883,4869,13590
45,609,731,4473,14187
46,561,631,4061,14747
47,539,541,3691,15229
48,521,442,3337,15700
49,497,382,3016,16105
50,503,299,2717,16481
51,514,271,2417,16798
52,540,235,2164,17061
53,552,210,1918,17320
54,567,178,1710,17545
55,593,147,1517,17743
56,632,134,1374,17860
57,667,131,1236,17966
58,706,122,1099,18073
59,743,117,980,18160
60,795,105,884,18216
61,837,89,806,18268
62,882,92,724,18302
63,930,86,659,18325
64,970,94,594,18342
65,1025,84,543,18348
66,1070,85,485,18360
67,1127,82,441,18350
68,1187,72,415,18326
69,1242,67,366,18325
70,1286,63,333,18318
71,1342,58,306,18294
72,1398,56,277,18269
73,1478,48,247,18227
74,1529,44,234,18193
75,1578,42,210,18170
76,1629,42,196,18133
77,1680,37,178,18105
78,1737,40,156,18067
79,1789,40,139,18032
80,1845,35,128,17992
81,1909,36,114,17941
82,1966,34,115,17885
83,2032,32,106,17830
84,2079,31,94,17796
85,2133,31,86,17750
86,2205,21,86,17688
87,2263,18,87,17632
88,2307,20,83,17590
89,2360,22,74,17544
90,2408,22,73,17497
91,2465,15,70,17450
92,2527,16,73,17384
93,2588,15,69,17328
94,2640,20,58,17282
95,2680,17,55,17248
96,2724,20,45,17211
97,2757,26,37,17180
98,2813,20,38,17129
99,2862,24,35,17079
100,2911,17,39,17033
101,2953,17,38,16992
102,3009,15,37,16939
103,3050,13,34,16903
104,3104,17,33,16846
105,3136,18,30,16816
106,3193,19,27,16761
107,3234,21,29,16716
108,3285,19,32,16664
109,3335,20,33,16612
110,3376,14,37,16573
111,3419,18,37,16526
112,3460,14,37,16489
113,3516,11,38,16435
114,3568,8,33,16391
115,3619,6,26,16349
116,3684,9,24,16283
117,3736,7,25,16232
118,3772,12,21,16195
119,3809,11,19,16161
120,3859,4,25,16112
121,3906,3,22,16069
122,3954,1,24,16021
123,3998,4,21,15977
124,4052,7,18,15923
125,4099,7,16,15878
126,4137,11,13,15839
127,4178,12,13,15797
128,4208,10,17,15765
129,4250,9,16,15725
130,4286,13,12,15689
131,4320,11,16,15653
132,4365,7,20,15608
133,4396,6,20,15578
134,4433,9,18,15540
135,4473,8,21,15498
136,4521,6,22,15451
137,4568,4,23,15405
138,4599,8,20,15373
139,4644,9,21,15326
140,4673,14,20,15293
141,4724,13,22,15241
142,4771,11,20,15198
143,4809,12,19,15160
144,4847,13,20,15120
145,4879,14,21,15086
146,4923,10,22,15045
147,4965,10,22,15003
148,4994,8,22,14976
149,5029,11,18,14942
150,5079,14,17,14890
151,5112,10,19,14859
152,5153,9,21,14817
153,5196,11,21,14772
154,5242,14,25,14719
155,5271,15,24,14690
156,5307,16,22,14655
157,5345,13,26,14616
158,5396,12,27,14565
159,5432,12,28,14528
160,5471,14,25,14490
161,5510,13,26,14451
162,5545,16,27,14412
163,5569,21,26,14384
164,5607,16,32,14345
165,5644,19,33,14304
166,5675,23,35,14267
167,5708,24,33,14235
168,5738,22,35,14205
169,5770,23,37,14170
170,5793,28,36,14143
171,5831,26,37,14106
172,5869,23,38,14070
173,5903,24,42,14031
174,5936,33,43,13988
175,5972,34,46,13948
176,6014,31,47,13908
177,6060,31,44,13865
178,6080,36,45,13839
179,6117,37,53,13793
180,6150,38,54,13758
181,6190,33,57,13720
182,6217,31,62,13690
183,6238,38,70,13654
184,6261,36,74,13629
185,6290,46,74,13590
186,6304,56,72,13568
187,6320,57,77,13546
188,6346,53,83,13518
189,6378,56,86,13480
190,6387,67,90,13456
191,6413,58,102,13427
192,6434,74,102,13390
193,6454,81,113,13352
194,6466,75,124,13335
195,6480,94,116,13310
196,6494,91,128,13287
197,6518,95,144,13243
198,6520,99,157,13224
199,6517,102,157,13224
200,6546,94,169,13191
201,6544,104,169,13183
202,6553,118,171,13158
203,6535,133,178,13154
204,6538,123,194,13145
205,6530,129,202,13139
206,6540,126,215,13119
207,6553,134,222,13091
208,6555,159,227,13059
209,6525,187,231,13057
210,6519,182,251,13048
211,6493,190,262,13055
212,6472,188,290,13050
213,6474,183,308,13035
214,6447,198,323,13032
215,6426,225,326,13023
216,6382,231,362,13025
217,6354,236,389,13021
218,6290,250,420,13040
219,6247,267,434,13052
220,6197,298,446,13059
221,6149,295,475,13081
222,6082,331,473,13114
223,6036,325,501,13138
224,5995,323,534,13148
225,5913,345,565,13177
226,5824,389,583,13204
227,5766,398,599,13237
228,5703,390,634,13273
229,5615,433,639,13313
230,5548,424,662,13366
231,5497,435,675,13393
232,5431,425,722,13422
233,5333,445,748,13474
234,5245,443,780,13532
235,5178,436,800,13586
236,5092,436,814,13658
237,4983,459,826,13732
238,4887,469,841,13803
239,4807,467,871,13855
240,4726,468,880,13926
241,4642,476,883,13999
242,4566,469,896,14069
243,4484,458,908,14150
244,4417,473,886,14224
245,4354,434,923,14289
246,4257,451,921,14371
247,4161,481,910,14448
248,4096,482,888,14534
249,4021,454,910,14615
250,3955,459,914,14672
251,3889,443,920,14748
252,3838,419,916,14827
