Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19967,13,20,0
2,19958,17,22,3
3,19941,29,22,8
4,19925,36,27,12
5,19912,37,33,18
6,19876,59,46,19
7,19842,87,46,25
8,19801,99,66,34
9,19757,117,83,43
10,19704,131,108,57
11,19635,158,140,67
12,19546,199,159,96
13,19450,251,173,126
14,19347,284,220,149
15,19210,344,267,179
16,19047,429,317,207
17,18821,539,383,257
18,18573,649,471,307
19,18244,814,567,375
20,17879,958,711,452
21,17422,1150,881,547
22,16894,1381,1070,655
23,16303,1548,1348,801
24,15528,1885,1618,969
25,14660,2182,1990,1168
26,13670,2600,2307,1423
27,12595,2914,2772,1719
28,11433,3248,3253,2066
29,10168,3547,3803,2482
30,8923,3803,4271,3003
31,7684,3967,4812,3537
32,6502,4031,5301,4166
33,5431,3961,5756,4852
34,4431,3866,6107,5596
35,3605,3621,6348,6426
36,2898,3305,6543,7254
37,2314,2943,6620,8123
38,1852,2618,6538,8992
39,1470,2241,6489,9800
40,1203,1909,6260,10628
41,1008,1573,6014,11405
42,843,1300,5719,12138
43,735,1095,5275,12895
44,650,916,4858,13576
45,568,771,4454,14207
46,531,626,4065,14778
47,509,520,3694,15277
48,505,440,3342,15713
49,498,364,3033,16105
50,512,304,2723,16461
51,532,248,2435,16785
52,562,225,2147,17066
53,581,208,1910,17301
54,600,184,1713,17503
55,627,152,1557,17664
56,648,139,1386,17827
57,679,129,1225,17967
58,719,102,1107,18072
59,753,99,969,18179
60,791,92,843,18274
61,829,93,742,18336
62,870,88,662,18380
63,936,75,592,18397
64,981,75,537,18407
65,1019,74,476,18431
66,1075,65,442,18418
67,1126,66,404,18404
68,1177,55,378,18390
69,1218,64,331,18387
70,1268,60,305,18367
71,1336,45,279,18340
72,1412,37,248,18303
73,1472,37,223,18268
74,1526,36,200,18238
75,1590,40,170,18200
76,1633,35,155,18177
77,1695,27,140,18138
78,1753,28,127,18092
79,1807,29,125,18039
80,1854,31,115,18000
81,1909,40,105,17946
82,1960,42,104,17894
83,2015,33,103,17849
84,2083,27,99,17791
85,2124,22,93,17761
86,2201,24,80,17695
87,2256,20,85,17639
88,2316,18,80,17586
89,2354,21,74,17551
90,2416,21,74,17489
91,2471,19,71,17439
92,2523,19,67,17391
93,2563,23,57,17357
94,2606,27,51,17316
95,2656,25,53,17266
96,2698,24,56,17222
97,2751,16,59,17174
98,2805,15,49,17131
99,2863,15,51,17071
100,2913,11,53,17023
101,2969,12,46,16973
102,3019,13,44,16924
103,3070,19,37,16874
104,3125,16,43,16816
105,3161,18,39,16782
106,3214,18,36,16732
107,3256,13,40,16691
108,3308,18,34,16640
109,3370,15,38,16577
110,3409,12,37,16542
111,3460,14,35,16491
112,3510,10,38,16442
113,3559,13,33,16395
114,3601,17,30,16352
115,3651,14,28,16307
