Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19961,19,20,0
2,19946,30,18,6
3,19932,36,26,6
4,19919,40,34,7
5,19897,50,41,12
6,19872,63,49,16
7,19838,86,56,20
8,19802,103,67,28
9,19754,119,93,34
10,19689,143,123,45
11,19610,181,152,57
12,19510,238,176,76
13,19388,285,230,97
14,19228,365,272,135
15,19055,443,327,175
16,18829,540,420,211
17,18521,686,518,275
18,18187,821,650,342
19,17725,1046,784,445
20,17285,1177,987,551
21,16681,1451,1180,688
22,15991,1736,1441,832
23,15203,2044,1736,1017
24,14270,2403,2067,1260
25,13291,2706,2491,1512
26,12145,3095,2924,1836
27,11015,3348,3430,2207
28,9775,3627,3910,2688
29,8545,3863,4419,3173
30,7364,3985,4866,3785
31,6180,4049,5363,4408
32,5132,3934,5802,5132
33,4256,3720,6159,5865
34,3420,3527,6370,6683
35,2756,3184,6587,7473
36,2199,2856,6601,8344
37,1750,2538,6481,9231
38,1412,2219,6336,10033
39,1136,1896,6115,10853
40,943,1580,5854,11623
41,815,1258,5552,12375
42,700,1066,5121,13113
43,637,854,4730,13779
44,565,690,4342,14403
45,535,570,3924,14971
46,522,473,3547,15458
47,515,393,3243,15849
48,518,339,2905,16238
49,528,301,2615,16556
50,535,267,2339,16859
51,562,215,2100,17123
52,566,193,1886,17355
53,580,169,1699,17552
54,609,151,1535,17705
55,632,127,1392,17849
56,661,115,1258,17966
57,701,108,1117,18074
58,750,89,995,18166
59,791,95,869,18245
60,851,99,777,18273
61,886,104,702,18308
62,927,95,633,18345
63,974,81,570,18375
64,1013,83,518,18386
65,1064,73,477,18386
66,1117,80,436,18367
67,1174,57,402,18367
68,1230,64,351,18355
69,1277,60,325,18338
70,1330,53,292,18325
71,1387,51,261,18301
72,1458,54,226,18262
73,1493,43,218,18246
74,1532,44,199,18225
75,1591,39,178,18192
76,1657,43,152,18148
77,1711,45,135,18109
78,1769,40,142,18049
79,1816,31,144,18009
80,1878,30,129,17963
81,1933,29,108,17930
82,1989,29,105,17877
83,2038,25,99,17838
84,2091,37,82,17790
85,2144,30,81,17745
86,2214,24,78,17684
87,2272,16,85,17627
88,2335,14,78,17573
89,2386,15,68,17531
90,2442,15,65,17478
91,2497,15,63,17425
92,2543,18,59,17380
93,2600,22,48,17330
94,2656,17,46,17281
95,2699,21,46,17234
96,2758,20,47,17175
97,2791,15,49,17145
98,2847,16,43,17094
99,2902,17,38,17043
100,2942,16,40,17002
101,2990,16,38,16956
102,3039,14,35,16912
103,3088,12,39,16861
104,3142,10,41,16807
105,3197,15,35,16753
106,3250,14,35,16701
107,3287,13,32,16668
108,3333,13,28,16626
109,3385,13,29,16573
110,3433,14,33,16520
111,3476,11,35,16478
112,3518,15,34,16433
113,3553,13,35,16399
114,3594,12,35,16359
115,3638,12,35,16315
116,3674,12,37,16277
117,3732,11,35,16222
118,3783,10,35,16172
119,3833,13,31,16123
120,3877,13,30,16080
121,3909,13,28,16050
122,3955,13,28,16004
123,4005,15,28,15952
124,4050,13,28,15909
125,4093,17,26,15864
126,4138,9,32,15821
127,4183,10,29,15778
128,4219,9,26,15746
129,4261,11,27,15701
130,4304,12,24,15660
131,4351,11,23,15615
132,4392,13,24,15571
133,4430,10,26,15534
134,4466,10,23,15501
135,4502,11,26,15461
136,4550,11,26,15413
137,4580,19,23,15378
138,4621,15,26,15338
139,4663,15,28,15294
140,4702,13,31,15254
141,4762,15,31,15192
142,4793,16,29,15162
143,4829,17,30,15124
144,4868,11,30,15091
145,4899,14,26,15061
146,4935,18,25,15022
147,4970,15,25,14990
148,5003,13,24,14960
149,5034,15,24,14927
150,5069,13,27,14891
151,5099,13,28,14860
152,5143,14,25,14818
153,5187,15,22,14776
154,5222,15,24,14739
155,5261,13,22,14704
156,5306,22,22,14650
157,5348,21,24,14607
158,5393,21,29,14557
159,5420,16,36,14528
160,5454,17,32,14497
161,5503,17,34,14446
162,5542,17,37,14404
163,5572,23,34,14371
164,5601,23,38,14338
165,5649,21,39,14291
166,5676,23,35,14266
167,5710,22,37,14231
168,5745,22,38,14195
169,5777,17,43,14163
170,5806,20,44,14130
171,5849,23,43,14085
172,5877,27,47,14049
173,5914,29,50,14007
174,5945,33,49,13973
175,5971,40,49,13940
176,5997,38,55,13910
177,6048,36,51,13865
178,6080,34,58,13828
179,6106,43,55,13796
180,6126,41,66,13767
181,6147,46,67,13740
182,6177,43,71,13709
183,6201,47,78,13674
184,6223,47,81,13649
185,6263,46,83,13608
186,6287,55,91,13567
187,6314,56,98,13532
188,6318,69,107,13506
189,6340,64,121,13475
190,6355,63,128,13454
191,6369,70,132,13429
192,6363,84,133,13420
193,6357,87,145,13411
194,6371,95,146,13388
195,6377,89,156,13378
196,6379,82,173,13366
197,6401,91,164,13344
198,6409,89,176,13326
199,6410,99,172,13319
200,6401,113,181,13305
201,6395,118,187,13300
202,6391,133,201,13275
203,6380,136,232,13252
204,6361,156,242,13241
205,6350,171,245,13234
206,6336,177,267,13220
207,6304,198,264,13234
208,6299,192,275,13234
209,6282,197,287,13234
210,6246,196,312,13246
211,6242,189,334,13235
212,6229,194,344,13233
213,6200,210,350,13240
214,6157,248,363,13232
215,6117,254,384,13245
216,6084,263,373,13280
217,6045,267,405,13283
218,6015,279,415,13291
219,5982,289,439,13290
220,5920,312,440,13328
221,5869,321,471,13339
222,5828,318,498,13356
223,5743,348,517,13392
224,5698,356,535,13411
225,5654,328,556,13462
226,5580,358,560,13502
227,5508,375,594,13523
228,5436,374,629,13561
229,5345,409,653,13593
230,5276,399,687,13638
231,5171,435,710,13684
232,5077,447,738,13738
233,4991,462,760,13787
234,4905,481,779,13835
235,4818,475,809,13898
236,4740,478,821,13961
237,4665,456,865,14014
238,4583,446,868,14103
239,4488,465,865,14182
240,4427,474,850,14249
241,4354,479,868,14299
242,4274,471,861,14394
243,4209,479,863,14449
244,4135,452,898,14515
245,4052,455,905,14588
246,3985,462,894,14659
247,3956,450,894,14700
248,3890,443,888,14779
249,3843,433,876,14848
250,3781,404,864,14951
251,3719,405,869,15007
252,3665,408,869,15058
253,3617,408,862,15113
254,3559,426,852,15163
255,3511,406,856,15227
256,3499,375,861,15265
257,3443,370,857,15330
258,3407,368,866,15359
259,3354,378,857,15411
260,3298,391,850,15461
261,3277,381,860,15482
262,3261,375,844,15520
263,3236,378,832,15554
264,3216,359,813,15612
265,3195,340,824,15641
266,3175,328,822,15675
267,3161,325,811,15703
268,3148,309,806,15737
269,3128,301,811,15760
270,3118,299,771,15812
271,3109,298,756,15837
272,3123,281,713,15883
273,3120,295,690,15895
274,3125,289,673,15913
275,3140,282,665,15913
276,3146,257,664,15933
277,3150,265,611,15974
278,3173,258,598,15971
279,3180,248,599,15973
280,3182,254,585,15979
281,3202,248,554,15996
282,3219,228,547,16006
283,3242,224,547,15987
284,3278,219,553,15950
285,3300,213,545,15942
286,3313,219,524,15944
287,3344,216,512,15928
288,3357,218,499,15926
289,3387,205,492,15916
290,3417,201,490,15892
291,3450,200,465,15885
292,3464,199,467,15870
293,3513,183,456,15848
294,3566,176,445,15813
295,3564,198,425,15813
296,3576,209,423,15792
297,3612,202,427,15759
298,3634,210,419,15737
299,3651,211,417,15721
300,3683,199,414,15704
301,3712,191,422,15675
302,3726,196,419,15659
303,3753,185,419,15643
304,3787,198,407,15608
305,3823,195,398,15584
306,3861,202,399,15538
307,3889,185,415,15511
308,3894,199,414,15493
309,3914,202,424,15460
310,3931,208,433,15428
311,3961,203,422,15414
312,3990,210,416,15384
313,4030,201,429,15340
314,4043,207,429,15321
315,4067,214,429,15290
316,4098,204,438,15260
317,4107,209,436,15248
318,4120,219,421,15240
319,4137,210,442,15211
