Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19966,14,20,0
2,19953,23,20,4
3,19940,28,23,9
4,19926,33,28,13
5,19904,42,37,17
6,19874,54,49,23
7,19851,68,46,35
8,19816,88,52,44
9,19774,108,67,51
10,19725,129,87,59
11,19662,158,113,67
12,19588,187,145,80
13,19485,243,173,99
14,19377,276,225,122
15,19217,348,286,149
16,19026,425,365,184
17,18779,543,438,240
18,18473,683,554,290
19,18135,841,653,371
20,17736,1018,787,459
21,17209,1235,987,569
22,16646,1463,1211,680
23,15989,1705,1465,841
24,15146,2063,1765,1026
25,14240,2394,2131,1235
26,13189,2795,2512,1504
27,12179,2979,3010,1832
28,10893,3401,3499,2207
29,9671,3662,3990,2677
30,8448,3873,4482,3197
31,7218,3971,5029,3782
32,6072,3999,5480,4449
33,5018,3924,5861,5197
34,4096,3719,6205,5980
35,3330,3458,6417,6795
36,2652,3177,6541,7630
37,2101,2858,6561,8480
38,1673,2509,6500,9318
39,1360,2153,6366,10121
40,1115,1760,6226,10899
41,910,1491,5911,11688
42,762,1231,5569,12438
43,683,1008,5177,13132
44,608,849,4755,13788
45,551,713,4398,14338
46,527,582,3998,14893
47,498,470,3676,15356
48,492,388,3325,15795
49,510,315,3013,16162
50,522,273,2700,16505
51,515,241,2429,16815
52,532,211,2185,17072
53,538,187,1952,17323
54,565,169,1734,17532
55,586,144,1546,17724
56,620,125,1394,17861
57,648,117,1242,17993
58,694,114,1092,18100
59,742,105,979,18174
60,764,112,876,18248
61,812,110,769,18309
62,864,94,697,18345
63,916,94,626,18364
64,951,87,570,18392
65,1012,79,496,18413
66,1067,69,440,18424
67,1131,56,394,18419
68,1195,48,361,18396
69,1253,45,321,18381
70,1309,46,276,18369
71,1371,50,227,18352
72,1421,48,206,18325
73,1463,43,197,18297
74,1519,44,185,18252
75,1593,32,171,18204
76,1651,28,154,18167
77,1701,30,139,18130
78,1763,29,130,18078
79,1820,27,119,18034
80,1875,29,104,17992
81,1927,29,102,17942
82,1983,20,97,17900
83,2043,20,88,17849
84,2101,21,81,17797
85,2157,17,80,17746
86,2211,16,79,17694
87,2273,17,68,17642
88,2331,14,66,17589
89,2389,14,58,17539
90,2439,19,53,17489
91,2494,15,56,17435
92,2562,8,57,17373
