Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19965,15,20,0
2,19951,24,25,0
3,19936,34,28,2
4,19916,41,35,8
5,19893,52,45,10
6,19868,66,51,15
7,19837,78,63,22
8,19798,96,76,30
9,19743,125,89,43
10,19685,152,109,54
11,19610,185,140,65
12,19501,232,181,86
13,19392,277,217,114
14,19229,358,268,145
15,19063,427,326,184
16,18864,509,391,236
17,18616,608,477,299
18,18287,772,579,362
19,17924,906,740,430
20,17460,1128,889,523
21,16912,1381,1054,653
22,16281,1626,1300,793
23,15614,1853,1580,953
24,14762,2187,1879,1172
25,13810,2506,2273,1411
26,12705,2900,2678,1717
27,11575,3242,3117,2066
28,10386,3517,3616,2481
29,9095,3796,4138,2971
30,7877,3931,4668,3524
31,6696,4059,5104,4141
32,5576,4053,5587,4784
33,4598,3884,5996,5522
34,3768,3648,6273,6311
35,3036,3384,6448,7132
36,2473,2988,6513,8026
37,1993,2628,6515,8864
38,1644,2242,6426,9688
39,1340,1916,6231,10513
40,1126,1600,5956,11318
41,977,1327,5598,12098
42,846,1094,5234,12826
43,746,942,4813,13499
44,689,775,4446,14090
45,623,658,4068,14651
46,584,552,3695,15169
47,561,474,3380,15585
48,560,392,3067,15981
49,570,336,2768,16326
50,576,303,2461,16660
51,576,272,2210,16942
52,568,247,1966,17219
53,588,205,1780,17427
54,604,189,1595,17612
55,641,158,1432,17769
56,682,138,1303,17877
57,734,108,1173,17985
58,773,122,1033,18072
59,809,104,945,18142
60,861,95,849,18195
61,903,86,755,18256
62,942,80,669,18309
63,982,79,584,18355
64,1039,73,519,18369
65,1089,67,470,18374
66,1150,53,430,18367
67,1206,52,388,18354
68,1245,55,361,18339
69,1306,58,310,18326
70,1365,48,279,18308
71,1414,43,250,18293
72,1474,38,231,18257
73,1545,35,206,18214
74,1619,36,186,18159
75,1666,44,159,18131
76,1706,39,146,18109
77,1755,38,132,18075
78,1807,32,127,18034
79,1857,33,119,17991
80,1888,37,107,17968
81,1943,34,92,17931
82,2006,30,78,17886
83,2073,26,80,17821
84,2132,22,72,17774
85,2198,20,69,17713
86,2242,18,65,17675
87,2301,13,60,17626
88,2361,7,60,17572
89,2404,10,52,17534
90,2462,14,47,17477
91,2506,11,48,17435
92,2554,11,42,17393
93,2616,11,40,17333
94,2680,15,37,17268
95,2726,17,37,17220
96,2779,14,38,17169
97,2834,15,37,17114
98,2885,13,34,17068
99,2930,11,29,17030
100,2980,13,22,16985
101,3030,13,20,16937
102,3077,13,18,16892
103,3137,12,19,16832
104,3172,12,20,16796
105,3227,13,19,16741
106,3291,9,20,16680
107,3321,11,19,16649
108,3373,8,23,16596
109,3412,4,22,16562
110,3465,6,19,16510
111,3513,5,20,16462
112,3561,6,18,16415
113,3610,7,17,16366
114,3655,9,15,16321
115,3707,8,14,16271
116,3748,11,15,16226
117,3787,12,15,16186
118,3845,10,12,16133
119,3895,10,11,16084
120,3942,8,14,16036
121,3991,6,16,15987
122,4036,3,17,15944
123,4076,6,15,15903
124,4121,5,16,15858
125,4175,5,16,15804
126,4217,3,18,15762
127,4260,3,15,15722
128,4296,3,15,15686
129,4338,4,13,15645
130,4392,3,13,15592
131,4423,4,12,15561
132,4467,6,11,15516
133,4517,5,12,15466
134,4555,7,12,15426
135,4590,9,12,15389
136,4626,13,13,15348
137,4674,10,13,15303
138,4719,8,15,15258
139,4763,12,13,15212
140,4809,8,19,15164
141,4852,10,17,15121
142,4885,8,21,15086
143,4924,9,21,15046
144,4954,10,21,15015
145,4997,12,18,14973
146,5041,11,22,14926
147,5087,10,22,14881
148,5127,12,23,14838
149,5160,11,24,14805
150,5193,15,24,14768
151,5232,14,30,14724
152,5258,18,32,14692
153,5295,15,33,14657
154,5335,23,31,14611
155,5364,21,32,14583
156,5411,20,32,14537
157,5455,23,34,14488
158,5496,21,39,14444
159,5527,27,39,14407
160,5567,20,46,14367
161,5601,29,44,14326
162,5630,36,45,14289
163,5649,46,46,14259
164,5669,44,50,14237
165,5709,37,55,14199
166,5750,35,60,14155
167,5777,39,61,14123
168,5801,50,63,14086
169,5831,49,70,14050
170,5853,49,77,14021
171,5884,51,78,13987
172,5915,47,84,13954
173,5946,52,82,13920
174,5983,42,84,13891
175,6005,53,84,13858
176,6033,52,86,13829
177,6062,56,88,13794
178,6089,42,102,13767
179,6088,56,96,13760
180,6104,66,91,13739
181,6119,73,91,13717
182,6148,67,100,13685
183,6163,74,110,13653
184,6174,78,115,13633
185,6184,86,118,13612
186,6199,85,134,13582
187,6219,83,145,13553
188,6214,100,145,13541
189,6234,107,152,13507
190,6230,100,169,13501
191,6229,102,179,13490
192,6242,93,200,13465
193,6232,110,199,13459
194,6231,129,193,13447
195,6232,133,208,13427
196,6222,129,228,13421
197,6208,135,241,13416
198,6204,148,234,13414
199,6189,165,239,13407
200,6198,159,240,13403
201,6187,160,248,13405
202,6170,187,248,13395
203,6148,204,264,13384
204,6117,225,269,13389
205,6105,223,296,13376
206,6082,221,321,13376
207,6065,210,347,13378
208,6027,231,353,13389
209,5995,228,383,13394
210,5968,230,393,13409
211,5929,233,406,13432
212,5879,246,430,13445
213,5829,272,429,13470
214,5798,256,459,13487
215,5767,255,472,13506
216,5730,288,462,13520
217,5684,289,479,13548
218,5631,320,488,13561
219,5572,340,498,13590
220,5531,344,524,13601
221,5477,349,548,13626
222,5436,327,579,13658
223,5371,336,602,13691
224,5313,346,616,13725
225,5231,379,619,13771
226,5169,382,644,13805
227,5101,383,670,13846
228,5037,381,688,13894
229,4960,404,685,13951
230,4908,404,690,13998
231,4861,374,722,14043
232,4785,389,722,14104
233,4736,385,733,14146
234,4666,386,757,14191
235,4626,363,788,14223
236,4552,366,788,14294
237,4504,371,798,14327
238,4440,388,789,14383
239,4375,401,804,14420
240,4304,407,815,14474
241,4246,413,811,14530
242,4197,392,829,14582
243,4146,404,824,14626
244,4090,424,807,14679
245,4038,422,808,14732
246,3986,408,818,14788
247,3932,391,809,14868
248,3882,382,816,14920
249,3834,375,823,14968
250,3780,392,790,15038
251,3738,406,782,15074
252,3707,399,780,15114
253,3666,396,788,15150
254,3623,389,783,15205
255,3596,382,785,15237
256,3583,368,773,15276
257,3556,365,759,15320
258,3541,341,761,15357
259,3529,325,762,15384
260,3520,325,752,15403
261,3524,314,730,15432
262,3504,312,712,15472
263,3463,338,713,15486
264,3454,320,713,15513
265,3451,311,700,15538
266,3432,309,690,15569
267,3411,317,660,15612
268,3399,320,657,15624
269,3381,303,661,15655
270,3377,300,658,15665
271,3393,272,662,15673
272,3411,254,658,15677
273,3405,253,662,15680
274,3413,247,648,15692
275,3409,249,626,15716
276,3429,241,614,15716
277,3432,249,599,15720
278,3458,237,591,15714
279,3459,246,588,15707
280,3488,243,601,15668
281,3482,265,577,15676
282,3479,273,559,15689
283,3494,262,559,15685
284,3510,245,555,15690
285,3512,243,554,15691
286,3509,242,553,15696
287,3520,234,535,15711
288,3531,241,517,15711
289,3535,234,526,15705
290,3559,226,506,15709
291,3571,234,506,15689
292,3598,220,503,15679
293,3620,222,488,15670
294,3640,218,486,15656
295,3653,236,475,15636
296,3678,227,473,15622
297,3682,227,482,15609
298,3694,212,483,15611
299,3714,214,469,15603
300,3721,215,463,15601
301,3747,203,471,15579
302,3794,185,477,15544
303,3810,208,465,15517
304,3835,197,487,15481
305,3844,216,457,15483
306,3863,224,431,15482
307,3853,221,444,15482
308,3908,201,462,15429
309,3941,187,469,15403
310,3961,203,465,15371
311,3987,195,462,15356
312,3999,209,449,15343
313,4017,226,431,15326
314,4054,224,436,15286
315,4089,215,436,15260
316,4139,203,450,15208
317,4172,190,458,15180
318,4198,199,462,15141
319,4233,193,456,15118
320,4250,204,435,15111
321,4257,212,427,15104
322,4262,215,441,15082
323,4285,222,437,15056
324,4302,219,442,15037
325,4320,225,439,15016
326,4361,208,447,14984
327,4373,223,420,14984
328,4405,207,434,14954
329,4432,212,433,14923
330,4447,223,422,14908
331,4465,233,429,14873
332,4470,234,436,14860
333,4469,252,441,14838
334,4478,252,440,14830
335,4504,238,467,14791
336,4517,230,470,14783
337,4535,239,464,14762
338,4562,229,482,14727
339,4577,247,475,14701
340,4601,255,461,14683
341,4611,247,472,14670
342,4606,265,461,14668
343,4619,266,460,14655
344,4638,264,468,14630
