Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19964,16,20,0
2,19953,20,25,2
3,19934,33,25,8
4,19919,39,33,9
5,19899,46,44,11
6,19879,55,50,16
7,19849,64,59,28
8,19802,95,68,35
9,19761,113,78,48
10,19705,129,111,55
11,19622,180,127,71
12,19531,218,169,82
13,19410,281,207,102
14,19267,335,264,134
15,19103,398,344,155
16,18891,508,414,187
17,18607,653,514,226
18,18270,821,622,287
19,17898,962,771,369
20,17390,1191,938,481
21,16834,1413,1138,615
22,16154,1691,1392,763
23,15392,1970,1681,957
24,14551,2255,2019,1175
25,13557,2568,2430,1445
26,12398,3011,2808,1783
27,11281,3246,3338,2135
28,10070,3560,3811,2559
29,8810,3811,4314,3065
30,7609,3931,4852,3608
31,6477,3954,5311,4258
32,5413,3939,5675,4973
33,4449,3762,6018,5771
34,3626,3549,6220,6605
35,2948,3243,6368,7441
36,2373,2918,6466,8243
37,1906,2548,6454,9092
38,1531,2224,6350,9895
39,1240,1924,6097,10739
40,1040,1610,5844,11506
41,896,1344,5527,12233
42,802,1098,5188,12912
43,713,896,4806,13585
44,665,723,4451,14161
45,635,601,4086,14678
46,617,480,3696,15207
47,604,401,3370,15625
48,567,365,3004,16064
49,568,312,2722,16398
50,574,266,2460,16700
51,570,234,2241,16955
52,588,187,2025,17200
53,578,191,1773,17458
54,603,161,1613,17623
55,624,150,1423,17803
56,658,130,1278,17934
57,682,117,1129,18072
58,721,105,1012,18162
59,756,108,897,18239
60,805,98,785,18312
61,844,97,715,18344
62,890,81,648,18381
63,934,82,569,18415
64,988,85,519,18408
65,1034,78,489,18399
66,1091,66,436,18407
67,1137,62,406,18395
68,1196,49,377,18378
69,1233,54,339,18374
70,1277,50,300,18373
71,1350,45,267,18338
72,1407,50,240,18303
73,1467,43,213,18277
74,1515,42,188,18255
75,1572,37,173,18218
76,1627,39,162,18172
77,1682,34,144,18140
78,1729,35,130,18106
79,1779,28,128,18065
80,1822,37,115,18026
81,1894,35,110,17961
82,1946,28,105,17921
83,1994,27,100,17879
84,2036,28,97,17839
85,2090,25,87,17798
86,2140,27,81,17752
87,2197,25,82,17696
88,2246,30,75,17649
89,2283,29,72,17616
90,2326,32,63,17579
91,2378,32,62,17528
92,2446,27,59,17468
93,2516,25,51,17408
94,2567,21,49,17363
95,2621,20,46,17313
96,2670,14,51,17265
97,2719,9,56,17216
98,2744,14,49,17193
99,2792,14,46,17148
100,2842,8,45,17105
101,2880,10,41,17069
102,2931,11,42,17016
103,2983,7,41,16969
104,3044,5,32,16919
105,3101,6,30,16863
106,3151,3,28,16818
107,3198,5,23,16774
108,3246,4,20,16730
109,3292,4,13,16691
110,3335,6,12,16647
111,3386,7,10,16597
112,3443,10,11,16536
113,3481,6,14,16499
114,3531,7,14,16448
115,3574,4,18,16404
116,3607,5,15,16373
117,3664,4,15,16317
118,3711,3,17,16269
119,3747,2,15,16236
120,3796,2,14,16188
121,3841,3,14,16142
122,3880,5,13,16102
123,3926,5,13,16056
124,3969,4,14,16013
125,4015,4,16,15965
126,4074,6,15,15905
127,4122,8,13,15857
128,4169,6,12,15813
129,4224,4,13,15759
130,4264,4,14,15718
131,4321,5,12,15662
132,4365,5,10,15620
133,4404,5,10,15581
134,4440,5,10,15545
135,4482,8,10,15500
136,4510,7,11,15472
137,4556,7,11,15426
138,4606,6,13,15375
139,4643,7,13,15337
140,4679,7,12,15302
141,4721,7,14,15258
142,4765,6,15,15214
143,4802,7,13,15178
144,4843,6,10,15141
145,4883,6,11,15100
146,4924,3,14,15059
147,4963,4,14,15019
148,5019,2,14,14965
149,5062,4,13,14921
150,5096,4,13,14887
151,5141,3,13,14843
152,5184,3,14,14799
153,5228,5,13,14754
154,5265,7,10,14718
155,5312,9,11,14668
156,5343,7,13,14637
157,5387,5,11,14597
158,5425,8,7,14560
159,5479,6,9,14506
160,5509,7,6,14478
161,5553,5,7,14435
162,5592,4,8,14396
163,5639,4,7,14350
164,5681,3,8,14308
165,5732,2,7,14259
166,5772,1,8,14219
167,5816,1,8,14175
168,5846,1,8,14145
169,5882,2,7,14109
170,5910,2,7,14081
171,5951,3,4,14042
172,5994,3,4,13999
173,6034,4,5,13957
174,6074,5,5,13916
175,6109,6,3,13882
176,6145,5,3,13847
177,6183,5,3,13809
178,6222,2,6,13770
179,6256,2,7,13735
180,6296,3,8,13693
181,6341,2,8,13649
182,6380,3,9,13608
183,6425,2,9,13564
184,6465,2,9,13524
185,6508,2,10,13480
186,6555,4,10,13431
187,6594,5,10,13391
188,6620,9,11,13360
189,6659,11,11,13319
190,6685,12,14,13289
191,6724,11,16,13249
192,6772,10,19,13199
193,6806,12,18,13164
194,6835,14,18,13133
195,6871,13,17,13099
196,6899,12,19,13070
197,6933,13,19,13035
