Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19961,19,20,0
2,19950,22,27,1
3,19935,29,28,8
4,19917,39,31,13
5,19891,54,38,17
6,19862,67,53,18
7,19827,83,65,25
8,19781,101,88,30
9,19701,154,107,38
10,19641,164,142,53
11,19542,210,176,72
12,19431,263,214,92
13,19284,339,260,117
14,19131,397,317,155
15,18891,523,382,204
16,18662,603,464,271
17,18377,737,554,332
18,18014,897,691,398
19,17580,1082,846,492
20,17075,1271,1053,601
21,16497,1506,1260,737
22,15825,1746,1533,896
23,14998,2094,1810,1098
24,14102,2392,2159,1347
25,13136,2677,2566,1621
26,12051,3007,2997,1945
27,10827,3343,3481,2349
28,9625,3525,4079,2771
29,8350,3805,4536,3309
30,7093,3997,5000,3910
31,5944,4012,5436,4608
32,4891,3908,5874,5327
33,4027,3716,6193,6064
34,3277,3396,6454,6873
35,2608,3124,6525,7743
36,2072,2740,6574,8614
37,1682,2359,6477,9482
38,1371,2054,6207,10368
39,1118,1747,5995,11140
40,918,1499,5700,11883
41,798,1233,5346,12623
42,701,1027,4967,13305
43,646,836,4590,13928
44,596,688,4251,14465
45,573,563,3892,14972
46,536,484,3562,15418
47,512,401,3255,15832
48,495,358,2901,16246
49,503,283,2599,16615
50,540,236,2377,16847
51,549,207,2115,17129
52,568,183,1880,17369
53,599,154,1663,17584
54,616,135,1491,17758
55,639,145,1304,17912
56,704,117,1172,18007
57,767,105,1043,18085
58,810,102,912,18176
59,861,87,820,18232
60,893,85,737,18285
61,945,87,636,18332
62,992,85,568,18355
63,1055,78,499,18368
64,1095,75,450,18380
65,1138,86,400,18376
66,1198,68,362,18372
67,1254,60,341,18345
68,1302,59,317,18322
69,1356,61,287,18296
70,1409,45,262,18284
71,1470,45,245,18240
72,1533,43,222,18202
73,1590,40,205,18165
74,1638,36,190,18136
75,1693,37,174,18096
76,1748,32,160,18060
77,1809,27,149,18015
78,1853,26,137,17984
79,1908,32,121,17939
80,1964,25,113,17898
81,2028,26,104,17842
82,2091,21,98,17790
83,2132,22,86,17760
84,2179,24,78,17719
85,2253,23,72,17652
86,2300,23,73,17604
87,2347,25,72,17556
88,2385,23,68,17524
89,2447,20,64,17469
90,2497,20,59,17424
91,2558,26,54,17362
92,2619,25,52,17304
93,2673,25,50,17252
94,2735,15,54,17196
95,2794,11,54,17141
96,2843,10,46,17101
97,2886,10,47,17057
98,2944,9,46,17001
99,2993,12,38,16957
100,3046,10,39,16905
101,3082,11,34,16873
102,3137,11,26,16826
103,3183,8,24,16785
104,3233,11,23,16733
105,3277,11,24,16688
106,3325,8,24,16643
107,3371,12,24,16593
108,3406,10,27,16557
109,3450,12,28,16510
110,3506,11,26,16457
111,3555,11,26,16408
112,3593,17,22,16368
113,3634,15,23,16328
114,3681,13,21,16285
115,3728,13,22,16237
116,3790,9,23,16178
117,3836,11,22,16131
118,3877,9,26,16088
119,3926,7,26,16041
120,3965,10,24,16001
121,4005,9,25,15961
122,4034,8,25,15933
123,4077,11,24,15888
124,4118,8,25,15849
125,4167,9,22,15802
126,4197,13,20,15770
127,4226,14,20,15740
128,4271,13,19,15697
129,4309,10,22,15659
130,4354,8,27,15611
131,4399,7,27,15567
132,4435,9,26,15530
133,4484,15,23,15478
134,4528,10,27,15435
135,4577,13,23,15387
136,4616,15,19,15350
137,4658,17,18,15307
138,4706,15,20,15259
139,4757,15,16,15212
140,4791,16,15,15178
141,4832,13,19,15136
142,4875,14,21,15090
143,4911,16,22,15051
144,4950,11,26,15013
145,4990,15,21,14974
146,5024,14,26,14936
147,5073,10,29,14888
148,5108,15,28,14849
149,5133,15,26,14826
150,5185,17,24,14774
151,5223,19,25,14733
152,5266,17,27,14690
153,5305,16,27,14652
154,5339,18,27,14616
155,5378,14,32,14576
156,5407,16,32,14545
157,5438,19,37,14506
158,5466,20,41,14473
159,5490,22,40,14448
160,5524,27,35,14414
161,5563,32,38,14367
162,5594,31,42,14333
163,5633,30,45,14292
164,5672,27,49,14252
165,5705,32,46,14217
166,5726,41,45,14188
167,5750,38,50,14162
168,5784,34,57,14125
169,5807,34,57,14102
170,5832,29,68,14071
171,5864,29,67,14040
172,5892,32,65,14011
173,5919,34,61,13986
174,5936,40,64,13960
175,5957,40,66,13937
176,5973,43,63,13921
177,6003,50,72,13875
178,6025,52,78,13845
179,6046,54,78,13822
180,6076,59,80,13785
181,6096,61,83,13760
182,6099,65,88,13748
183,6120,71,85,13724
184,6137,69,83,13711
185,6154,71,89,13686
186,6170,69,95,13666
187,6190,76,94,13640
188,6215,73,103,13609
189,6219,81,107,13593
190,6244,61,117,13578
191,6263,74,113,13550
192,6294,77,114,13515
193,6311,82,117,13490
194,6325,81,125,13469
195,6315,89,137,13459
196,6330,89,150,13431
197,6339,90,150,13421
198,6337,104,154,13405
199,6347,107,163,13383
200,6341,129,161,13369
201,6352,121,182,13345
202,6338,131,194,13337
203,6332,133,213,13322
204,6327,121,229,13323
205,6338,139,215,13308
206,6345,151,221,13283
207,6340,145,246,13269
208,6314,162,263,13261
209,6307,173,264,13256
210,6292,174,274,13260
211,6304,173,288,13235
212,6307,164,283,13246
213,6281,186,296,13237
214,6262,196,303,13239
215,6245,198,317,13240
216,6221,214,334,13231
217,6201,222,371,13206
218,6183,221,374,13222
219,6160,230,379,13231
220,6113,256,389,13242
221,6078,278,378,13266
222,6047,270,407,13276
223,6032,248,422,13298
224,5976,280,431,13313
225,5949,279,454,13318
226,5890,291,476,13343
227,5843,288,505,13364
228,5824,265,530,13381
229,5785,264,532,13419
230,5750,291,531,13428
231,5694,311,531,13464
232,5631,318,549,13502
233,5574,332,568,13526
234,5508,356,598,13538
235,5443,348,628,13581
236,5362,360,643,13635
237,5284,382,648,13686
238,5194,384,674,13748
239,5134,404,705,13757
240,5053,428,727,13792
241,4976,425,775,13824
242,4888,452,791,13869
243,4794,481,814,13911
244,4712,468,857,13963
245,4613,490,857,14040
246,4534,496,877,14093
247,4419,516,892,14173
248,4344,498,901,14257
249,4246,496,940,14318
250,4145,499,965,14391
251,4095,476,972,14457
252,4019,470,987,14524
253,3953,441,1004,14602
254,3881,456,994,14669
255,3805,454,989,14752
256,3710,489,968,14833
257,3639,486,968,14907
258,3548,499,946,15007
259,3505,460,974,15061
260,3446,457,966,15131
261,3406,427,972,15195
262,3369,401,957,15273
263,3321,380,963,15336
264,3298,387,920,15395
265,3260,369,908,15463
266,3261,354,892,15493
267,3216,376,873,15535
268,3195,355,867,15583
269,3202,362,832,15604
270,3187,348,834,15631
271,3193,324,821,15662
272,3163,337,806,15694
273,3154,353,768,15725
274,3146,324,794,15736
275,3139,306,778,15777
276,3134,290,768,15808
277,3114,302,741,15843
278,3123,282,725,15870
279,3126,282,707,15885
280,3113,283,680,15924
281,3120,287,655,15938
282,3123,274,648,15955
283,3128,275,636,15961
284,3126,267,617,15990
285,3171,242,605,15982
286,3165,269,585,15981
287,3197,248,585,15970
288,3216,235,556,15993
289,3246,222,537,15995
290,3275,209,545,15971
291,3286,212,523,15979
292,3300,212,519,15969
293,3327,209,490,15974
294,3359,198,482,15961
295,3395,198,486,15921
296,3426,211,465,15898
297,3436,225,462,15877
298,3469,215,455,15861
299,3504,206,451,15839
300,3510,206,455,15829
301,3553,196,437,15814
302,3580,181,438,15801
303,3612,184,426,15778
304,3639,179,433,15749
305,3685,178,436,15701
306,3701,203,417,15679
307,3746,185,426,15643
308,3778,189,408,15625
309,3817,185,403,15595
310,3860,186,397,15557
311,3893,177,404,15526
312,3942,160,414,15484
313,3950,182,388,15480
314,3979,190,388,15443
315,4006,199,381,15414
316,4031,205,360,15404
317,4066,200,372,15362
318,4114,182,365,15339
319,4159,195,351,15295
