Iteration,CountS,CountE,CountI,CountR
0,19980,0,20,0
1,19966,14,20,0
2,19956,16,20,8
3,19941,29,17,13
4,19931,31,21,17
5,19924,24,31,21
6,19899,47,27,27
7,19883,44,46,27
8,19853,63,53,31
9,19819,79,63,39
10,19756,124,75,45
11,19692,150,101,57
12,19607,194,137,62
13,19534,224,168,74
14,19435,258,212,95
15,19290,338,254,118
16,19127,409,316,148
17,18913,507,395,185
18,18645,645,475,235
19,18335,767,589,309
20,17931,951,745,373
21,17482,1128,913,477
22,16981,1337,1080,602
23,16364,1582,1314,740
24,15628,1845,1609,918
25,14774,2189,1908,1129
26,13806,2541,2273,1380
27,12734,2915,2670,1681
28,11608,3240,3119,2033
29,10437,3503,3600,2460
30,9209,3740,4115,2936
31,7946,3923,4675,3456
32,6786,3954,5190,4070
33,5641,3976,5598,4785
34,4703,3803,6011,5483
35,3820,3614,6248,6318
36,3122,3276,6474,7128
37,2537,2951,6541,7971
38,2006,2672,6498,8824
39,1628,2313,6416,9643
40,1327,2009,6238,10426
41,1112,1651,5976,11261
42,957,1379,5663,12001
43,829,1129,5317,12725
44,745,915,4930,13410
45,693,743,4508,14056
46,626,637,4088,14649
47,587,533,3774,15106
48,546,461,3439,15554
49,534,375,3101,15990
50,536,310,2768,16386
51,551,269,2475,16705
52,554,239,2224,16983
53,557,229,1964,17250
54,571,203,1752,17474
55,598,169,1569,17664
56,619,142,1423,17816
57,657,137,1259,17947
58,678,120,1124,18078
59,722,105,1000,18173
60,775,105,883,18237
61,815,97,776,18312
62,855,97,698,18350
63,900,87,629,18384
64,947,81,573,18399
65,993,77,530,18400
66,1018,84,478,18420
67,1060,79,438,18423
68,1115,59,406,18420
69,1157,60,358,18425
70,1210,49,326,18415
71,1260,44,290,18406
72,1310,41,266,18383
73,1361,47,241,18351
74,1421,45,222,18312
75,1474,47,194,18285
76,1526,44,179,18251
77,1578,46,156,18220
78,1631,37,142,18190
79,1675,29,129,18167
80,1736,35,107,18122
81,1795,29,104,18072
82,1851,27,95,18027
83,1899,27,86,17988
84,1950,25,81,17944
85,2003,20,80,17897
86,2057,24,71,17848
87,2124,24,62,17790
88,2177,23,63,17737
89,2226,19,60,17695
90,2280,15,56,17649
91,2336,16,52,17596
92,2388,13,47,17552
